listing_id,date
357836,2018-07-01
357836,2018-08-24
357836,2018-09-01
357836,2018-09-04
357836,2018-10-04
357836,2018-10-06
357836,2018-10-19
357836,2018-10-27
357836,2018-11-02
357836,2019-01-02
357836,2019-01-21
357836,2019-02-03
357836,2019-02-10
357836,2019-02-21
357836,2019-03-07
357836,2019-03-19
357836,2019-04-07
357836,2019-04-14
357836,2019-04-18
357836,2019-04-25
357836,2019-05-31
357836,2019-06-27
357836,2019-06-30
357836,2019-07-21
357836,2019-07-25
357836,2019-08-06
357836,2019-08-12
357836,2019-08-21
357836,2019-09-09
357836,2019-09-14
357836,2019-10-02
357836,2019-11-04
357836,2019-11-08
357836,2019-11-18
357836,2019-11-26
357836,2019-12-13
357836,2019-12-28
357836,2020-01-08
357836,2020-01-17
357836,2020-04-15
375718,2012-12-12
375718,2012-12-28
375718,2013-01-04
375718,2013-02-18
375718,2014-01-24
375718,2014-03-10
375720,2012-03-24
375720,2012-05-01
375720,2012-06-04
375720,2012-08-17
375720,2013-03-29
375720,2013-08-18
375720,2014-07-07
375720,2014-08-20
375720,2014-11-15
375720,2014-12-08
375720,2015-03-02
375720,2015-03-20
375720,2015-03-26
375720,2015-07-21
375720,2015-09-01
375720,2016-01-13
375720,2016-02-11
375720,2016-02-22
375720,2016-03-13
375720,2016-03-22
375720,2016-04-06
375720,2016-04-13
375720,2016-07-11
375720,2016-08-06
375720,2016-08-24
375720,2016-09-11
375720,2016-12-17
375720,2017-01-20
375720,2017-02-05
375720,2017-02-28
375720,2017-04-02
375720,2017-04-23
375720,2017-05-19
375720,2017-06-08
375720,2017-06-27
375720,2017-06-29
375720,2017-07-12
375720,2017-07-19
375720,2017-07-28
375720,2017-08-18
375720,2017-08-27
375720,2017-10-02
375720,2017-10-10
375720,2017-11-02
375720,2017-11-07
375720,2017-12-06
375720,2017-12-14
375720,2017-12-26
375720,2018-01-13
375720,2018-01-18
375720,2018-01-28
375720,2018-02-02
375720,2018-02-11
375720,2018-03-04
375720,2018-03-12
375720,2018-03-27
375720,2018-04-01
375720,2018-04-12
375720,2018-05-28
375720,2018-06-09
375720,2018-06-15
375720,2018-06-19
375720,2018-06-28
375720,2018-07-09
375720,2018-07-17
375720,2018-07-24
375720,2018-08-20
375720,2018-09-29
375720,2018-10-15
375720,2018-10-22
375720,2018-11-03
375720,2018-11-11
375720,2018-11-19
375720,2018-11-25
375720,2018-11-30
375720,2018-12-09
375720,2018-12-18
375720,2019-01-05
375720,2019-01-06
375720,2019-02-02
375720,2019-02-11
375720,2019-03-09
375720,2019-04-02
375720,2019-04-10
375720,2019-04-19
375720,2019-05-03
375720,2019-05-07
375720,2019-05-16
375720,2019-05-30
375720,2019-06-11
375720,2019-06-19
375720,2019-06-23
375720,2019-08-22
375720,2019-08-31
375720,2019-09-04
375720,2019-09-09
375720,2019-09-30
375720,2019-10-04
375720,2019-10-12
375720,2020-01-20
375720,2020-11-19
375720,2021-01-28
419399,2012-04-20
419399,2012-05-11
419399,2012-05-19
419399,2012-05-24
419399,2012-06-30
419399,2012-07-04
419399,2012-07-07
419399,2012-07-18
419399,2012-08-15
419399,2012-08-26
419399,2012-09-01
419399,2012-09-04
419399,2012-09-10
419399,2012-09-18
419399,2012-09-24
419399,2012-10-11
419399,2012-10-28
419399,2012-10-31
419399,2012-11-10
419399,2012-11-26
419399,2012-12-09
419399,2013-01-06
419399,2013-01-21
419399,2013-01-30
419399,2013-02-16
419399,2013-02-28
419399,2013-03-08
419399,2013-03-22
419399,2013-04-10
419399,2013-04-26
419399,2013-05-13
419399,2013-05-19
419399,2013-05-22
419399,2013-06-17
419399,2013-06-25
419399,2013-07-09
419399,2013-07-11
419399,2013-08-11
419399,2013-08-27
419399,2013-09-25
419399,2013-10-08
419399,2013-11-04
419399,2013-11-26
419399,2013-12-29
419399,2014-01-06
419399,2014-02-18
419399,2014-03-25
419399,2014-04-17
419399,2014-04-21
419399,2014-04-28
419399,2014-05-05
419399,2014-05-11
419399,2014-05-24
419399,2014-06-02
419399,2014-08-13
419399,2014-08-25
419399,2014-09-02
419399,2014-09-03
419399,2014-09-23
419399,2014-09-24
419399,2014-09-28
419399,2014-10-07
419399,2014-10-12
419399,2014-10-22
419399,2014-11-23
419399,2014-11-24
419399,2014-12-27
419399,2014-12-30
419399,2015-01-02
419399,2015-01-19
419399,2015-02-10
419399,2015-02-20
419399,2015-02-24
419399,2015-03-07
419399,2015-03-23
419399,2015-03-31
419399,2015-05-16
419399,2015-05-26
419399,2015-05-31
419399,2015-06-05
419399,2015-07-13
419399,2015-07-17
419399,2015-08-07
419399,2015-08-08
419399,2015-08-17
419399,2015-09-12
419399,2015-09-23
419399,2015-10-08
419399,2015-11-08
419399,2015-11-20
419399,2015-11-27
419399,2015-12-01
419399,2015-12-06
419399,2015-12-17
419399,2016-01-03
419399,2016-01-11
419399,2016-01-16
419399,2016-01-20
419399,2016-02-07
419399,2016-02-14
419399,2016-02-19
419399,2016-04-06
419399,2016-05-02
419399,2016-05-07
419399,2016-06-12
419399,2016-08-22
419399,2016-10-09
419399,2016-10-29
419399,2016-11-05
419399,2016-11-20
419399,2016-11-27
419399,2016-12-12
419399,2016-12-19
419399,2016-12-25
419399,2017-01-01
419399,2017-01-30
419399,2017-02-11
419399,2017-02-14
419399,2017-02-23
419399,2017-02-27
419399,2017-03-17
419399,2017-03-24
419399,2017-03-29
419399,2017-04-18
419399,2017-05-21
419399,2017-06-04
419399,2017-06-26
419399,2017-07-24
419399,2017-07-29
419399,2017-09-02
419399,2017-09-17
419399,2017-10-06
419399,2017-11-08
419399,2017-12-07
419399,2019-11-16
419399,2019-12-29
419399,2020-01-03
419399,2020-03-01
419399,2020-12-11
646629,2012-11-23
646629,2012-12-08
646629,2012-12-14
646629,2013-01-13
646629,2013-01-22
646629,2013-02-02
646629,2013-02-05
646629,2013-02-13
646629,2013-02-16
646629,2013-02-19
646629,2013-02-27
646629,2013-03-07
646629,2013-03-22
646629,2013-03-31
646629,2013-04-08
646629,2013-04-14
646629,2013-04-21
646629,2013-04-26
646629,2013-04-28
646629,2013-05-06
646629,2013-05-13
646629,2013-05-23
646629,2013-06-25
646629,2013-06-26
646629,2013-08-03
646629,2013-08-11
646629,2013-08-17
646629,2013-08-22
646629,2013-08-24
646629,2013-09-14
646629,2013-09-16
646629,2013-09-20
646629,2013-10-01
646629,2013-10-08
646629,2013-10-15
646629,2013-10-28
646629,2013-11-04
646629,2013-11-09
646629,2013-11-20
646629,2013-11-23
646629,2013-12-03
646629,2013-12-10
646629,2014-01-09
646629,2014-02-02
646629,2014-02-04
646629,2014-02-05
646629,2014-02-19
646629,2014-02-28
646629,2014-03-03
646629,2014-03-14
646629,2014-03-18
646629,2014-04-01
646629,2014-04-03
646629,2014-04-05
646629,2014-04-11
646629,2014-04-15
646629,2014-04-20
646629,2014-06-10
646629,2014-06-12
646629,2014-06-15
646629,2014-06-20
646629,2014-06-23
646629,2014-06-25
646629,2014-07-01
646629,2014-07-11
646629,2014-09-09
646629,2014-09-15
646629,2014-09-23
646629,2014-10-02
646629,2014-10-05
646629,2014-10-12
646629,2014-10-20
646629,2014-10-23
646629,2014-10-27
646629,2014-11-01
646629,2014-11-09
646629,2014-12-07
646629,2014-12-12
646629,2014-12-27
646629,2015-01-28
646629,2015-02-10
646629,2015-02-21
646629,2015-02-23
646629,2015-02-28
646629,2015-03-09
646629,2015-03-26
646629,2015-04-08
646629,2015-05-03
646629,2015-05-10
646629,2015-05-15
646629,2015-05-19
646629,2015-05-22
646629,2015-06-07
646629,2015-06-16
646629,2015-06-20
646629,2015-06-26
646629,2015-08-22
646629,2015-08-30
646629,2015-10-05
646629,2015-10-19
646629,2015-10-25
646629,2015-11-09
646629,2015-11-10
646629,2015-12-03
646629,2015-12-07
646629,2015-12-27
646629,2016-01-01
646629,2016-01-03
646629,2016-01-09
646629,2016-03-02
646629,2016-03-08
646629,2016-03-31
646629,2016-04-09
646629,2016-04-16
646629,2016-04-21
646629,2016-04-27
646629,2016-05-02
646629,2016-05-05
646629,2016-05-26
646629,2016-06-25
646629,2016-07-06
646629,2016-07-08
646629,2016-07-13
646629,2016-08-04
646629,2016-08-13
646629,2016-08-30
646629,2016-09-04
646629,2016-09-07
646629,2016-09-11
646629,2016-09-23
646629,2016-10-04
646629,2016-10-18
646629,2016-11-08
646629,2016-11-30
646629,2016-12-04
646629,2016-12-09
646629,2016-12-11
646629,2016-12-21
646629,2016-12-31
646629,2017-01-04
646629,2017-01-09
646629,2017-01-12
646629,2017-01-17
646629,2017-01-18
646629,2017-01-31
646629,2017-02-08
646629,2017-02-18
646629,2017-03-04
646629,2017-03-08
646629,2017-04-14
646629,2017-04-18
646629,2017-04-30
646629,2017-05-13
646629,2017-05-18
646629,2017-05-21
646629,2017-05-30
646629,2017-08-27
646629,2017-09-03
646629,2017-09-19
646629,2017-10-17
646629,2017-10-22
646629,2017-10-29
646629,2017-11-02
646629,2017-11-19
646629,2017-11-26
646629,2017-12-12
646629,2017-12-18
646629,2017-12-24
646629,2017-12-28
646629,2018-01-07
646629,2018-01-11
646629,2018-01-19
646629,2018-01-30
646629,2018-02-02
646629,2018-02-11
646629,2018-02-15
646629,2018-02-18
646629,2018-02-24
646629,2018-03-07
646629,2018-03-11
646629,2018-03-19
646629,2018-03-28
646629,2018-03-31
646629,2018-04-03
646629,2018-04-11
646629,2018-04-21
646629,2018-04-30
646629,2018-05-02
646629,2018-05-06
646629,2018-05-20
646629,2018-06-11
646629,2018-07-07
646629,2018-07-31
646629,2018-08-07
646629,2018-08-09
646629,2018-08-14
646629,2018-08-20
646629,2018-08-27
646629,2018-09-03
646629,2018-09-06
646629,2018-09-17
646629,2018-09-20
646629,2018-10-05
646629,2018-10-11
646629,2018-10-15
646629,2018-10-21
646629,2018-10-23
646629,2018-11-01
646629,2018-11-11
646629,2018-11-18
646629,2018-11-21
646629,2018-11-28
646629,2018-12-02
646629,2018-12-18
646629,2018-12-24
646629,2018-12-26
646629,2018-12-28
646629,2019-01-01
646629,2019-01-06
646629,2019-02-03
646629,2019-03-06
646629,2019-03-10
646629,2019-03-20
646629,2019-05-05
646629,2019-05-13
646629,2019-05-18
646629,2019-05-23
646629,2019-05-27
646629,2019-06-02
646629,2019-06-10
646629,2019-06-18
646629,2019-06-23
646629,2019-08-03
646629,2019-08-06
646629,2019-09-13
646629,2019-09-21
646629,2019-09-23
646629,2019-10-11
646629,2019-10-24
646629,2019-12-08
646629,2019-12-15
646629,2019-12-22
646629,2019-12-25
646629,2020-03-09
761561,2013-02-02
761561,2015-01-13
761561,2015-09-14
761561,2016-05-24
761561,2016-07-23
761561,2016-11-18
761561,2017-01-06
761561,2017-02-20
761561,2017-03-25
761561,2017-06-03
761561,2017-07-07
761561,2017-08-27
761561,2017-10-12
761561,2017-12-22
761561,2018-01-10
761561,2018-04-10
761561,2018-08-11
761561,2018-10-10
761561,2018-10-25
761561,2018-11-14
761561,2019-03-31
761561,2019-04-14
761561,2019-06-27
761561,2019-08-18
761561,2019-10-11
761561,2019-12-31
761561,2020-04-13
761561,2020-09-01
837546,2014-03-09
837546,2014-05-20
837546,2018-01-01
837558,2017-03-04
837558,2019-01-03
837558,2019-03-06
837558,2019-05-04
837558,2019-05-05
837558,2019-06-16
837563,2018-01-01
837563,2018-05-28
837563,2018-09-01
837563,2020-01-02
840983,2013-01-02
840983,2013-03-31
840983,2014-02-11
840983,2016-01-05
849277,2013-02-13
849277,2013-02-26
849277,2013-06-05
849277,2013-10-18
849277,2014-05-22
849277,2014-06-16
849277,2014-12-02
849277,2015-01-03
849277,2015-01-19
849277,2015-03-01
849277,2015-04-08
849277,2015-04-23
849277,2015-05-07
849277,2015-08-25
849277,2015-10-27
849277,2015-11-11
849277,2016-03-01
849277,2016-03-27
849277,2016-04-06
849277,2016-05-04
849277,2016-06-06
849277,2016-06-29
849277,2016-08-14
849277,2016-09-10
849277,2021-01-18
849277,2021-02-17
849277,2021-03-20
849277,2021-05-01
849277,2021-07-11
855471,2018-11-18
855471,2018-12-02
855471,2019-05-02
858235,2014-11-27
858235,2015-02-28
858235,2015-10-03
858235,2015-11-29
858235,2017-01-01
858235,2017-04-27
858235,2017-04-29
858235,2017-06-06
858235,2017-06-19
858235,2018-01-01
858235,2018-09-24
858235,2018-10-30
858235,2019-03-03
869581,2013-04-01
869581,2013-05-17
869581,2014-03-22
869581,2014-04-08
869581,2014-04-22
869581,2014-08-01
869581,2015-02-23
869581,2015-03-26
869581,2016-07-22
869581,2016-12-01
869581,2016-12-26
869581,2017-02-25
869581,2017-07-08
869581,2017-08-24
869581,2017-12-25
869581,2018-01-07
869581,2018-03-19
869581,2018-04-07
869581,2018-04-24
869581,2018-05-08
869581,2018-09-16
869581,2018-10-01
869581,2018-10-07
869581,2018-10-17
869581,2018-10-31
869581,2019-01-02
869581,2019-03-26
869581,2019-04-30
869581,2019-08-15
869581,2019-10-03
869581,2019-11-07
869581,2019-12-03
869581,2020-01-04
869581,2020-02-12
869581,2020-03-06
889252,2013-03-12
889252,2013-03-25
889252,2013-04-08
889252,2013-04-30
889252,2013-11-25
889252,2014-02-17
889252,2014-03-29
889252,2014-04-24
889252,2014-05-07
889252,2014-05-31
889252,2014-06-22
889252,2014-07-22
889252,2014-08-04
889252,2014-08-11
889252,2014-08-19
889252,2014-09-14
889252,2014-10-12
889252,2014-10-25
889252,2014-11-04
889252,2014-11-08
889252,2014-11-25
889252,2015-01-03
889252,2015-01-05
889252,2015-03-23
889252,2015-05-28
889252,2015-06-01
889252,2015-06-07
889252,2015-09-28
889252,2015-11-18
889252,2015-12-05
889252,2015-12-29
889252,2016-01-12
889252,2016-09-03
889252,2016-10-05
889252,2016-10-10
889252,2016-10-13
889252,2016-10-21
889252,2016-10-27
889252,2016-10-28
889252,2016-10-31
889252,2017-03-29
889252,2017-04-09
889252,2017-04-18
889252,2017-04-27
889252,2017-04-28
889252,2017-04-29
889252,2017-05-05
889252,2017-06-04
889252,2017-06-11
889252,2017-06-18
889252,2017-06-19
889252,2017-07-01
889252,2017-07-15
889252,2017-07-16
889252,2017-07-23
889252,2017-08-01
889252,2017-08-21
889252,2017-08-27
889252,2017-10-04
889252,2017-10-09
889252,2017-10-10
889252,2017-11-26
889252,2017-12-04
889252,2017-12-24
889252,2018-06-04
889252,2018-06-12
889252,2018-06-16
889252,2018-07-30
889252,2018-08-15
889252,2018-09-17
889252,2018-09-24
889252,2018-10-28
889252,2018-12-01
889252,2018-12-10
889252,2019-03-30
889269,2013-07-11
889269,2013-07-31
889269,2013-11-03
889269,2014-07-16
889269,2014-08-21
889269,2014-09-09
889269,2014-09-26
889269,2014-11-18
889269,2014-12-20
889269,2015-01-06
889269,2015-03-16
889269,2015-04-05
889269,2015-04-09
889269,2015-06-10
889269,2015-09-01
889269,2015-09-03
889269,2015-09-07
889269,2015-10-06
889269,2015-10-19
889269,2015-11-22
889269,2015-12-01
889269,2015-12-30
889269,2015-12-31
889269,2016-01-09
889269,2016-01-10
889269,2016-02-26
889269,2016-03-02
889269,2016-04-05
889269,2016-04-09
889269,2016-08-13
889269,2016-10-02
889269,2016-11-19
889269,2017-04-08
889269,2017-07-10
889269,2017-08-31
889269,2017-09-16
889269,2017-10-19
889269,2017-10-27
889269,2018-01-20
889269,2018-01-23
889269,2018-06-17
889269,2018-11-28
889269,2018-12-29
889269,2019-05-03
889269,2020-02-08
889269,2020-08-01
889269,2020-09-27
889269,2020-10-13
889269,2021-09-09
889269,2021-09-21
889272,2013-03-05
889272,2013-03-24
889272,2013-04-16
889272,2013-05-08
889272,2013-05-17
889272,2013-05-18
889272,2013-05-21
889272,2013-05-31
889272,2013-06-18
889272,2013-08-17
889272,2013-09-30
889272,2013-10-16
889272,2013-12-02
889272,2014-01-17
889272,2014-02-09
889272,2014-03-26
889272,2014-04-14
889272,2014-04-29
889272,2014-05-27
889272,2014-06-04
889272,2014-06-17
889272,2014-06-18
889272,2014-08-17
889272,2014-08-18
889272,2014-08-28
889272,2014-10-04
889272,2014-12-31
889272,2015-02-04
889272,2015-02-13
889272,2015-05-28
889272,2015-06-26
889272,2015-07-23
889272,2015-08-30
889272,2015-12-05
889272,2015-12-17
889272,2017-01-22
889272,2017-04-30
889272,2017-06-09
889272,2017-06-17
889272,2017-06-28
889272,2017-07-18
889272,2017-08-06
889272,2017-08-13
889272,2017-08-30
889272,2017-09-03
889272,2017-09-09
889272,2017-09-18
889272,2017-10-07
889272,2017-11-06
889272,2017-11-15
889272,2017-12-18
889272,2017-12-27
889272,2018-01-06
889272,2018-01-18
889272,2018-01-29
889272,2018-02-18
889272,2018-02-27
889272,2018-04-13
889272,2018-04-18
889272,2018-05-07
889272,2018-05-26
889272,2018-06-27
889272,2018-07-02
889272,2018-09-08
889272,2018-09-24
889272,2018-11-04
889272,2018-12-17
889292,2013-02-26
889292,2013-03-30
889292,2013-05-28
889292,2013-06-04
889292,2013-06-24
889292,2013-07-19
889292,2013-08-15
889292,2013-10-02
889292,2013-11-28
889292,2013-12-04
889292,2013-12-27
889292,2014-01-05
889292,2014-01-15
889292,2014-04-13
889292,2014-05-09
889292,2014-06-01
889292,2014-07-01
889292,2014-07-02
889292,2014-07-09
889292,2014-07-17
889292,2014-08-03
889292,2014-08-20
889292,2014-10-01
889292,2014-10-03
889292,2014-10-05
889292,2014-10-11
889292,2014-10-18
889292,2014-10-27
889292,2014-11-08
889292,2014-11-17
889292,2014-11-21
889292,2014-12-07
889292,2014-12-31
889292,2015-01-19
889292,2015-02-06
889292,2015-02-13
889292,2015-02-16
889292,2015-02-22
889292,2015-03-15
889292,2015-05-02
889292,2015-05-04
889292,2015-05-10
889292,2015-05-25
889292,2015-06-01
889292,2015-06-07
889292,2015-06-11
889292,2016-01-05
889292,2016-02-06
889292,2016-04-05
889292,2016-06-13
889292,2016-10-08
889292,2016-12-17
889292,2016-12-21
889292,2016-12-24
889292,2017-01-14
889292,2017-02-02
889292,2017-02-07
889292,2017-02-18
889292,2017-03-09
889292,2017-04-30
889292,2017-05-07
889292,2017-05-11
889292,2017-06-05
889292,2017-10-10
889292,2018-01-29
889292,2018-03-27
889292,2018-04-24
889292,2019-07-29
889292,2019-12-23
899766,2014-12-01
899766,2015-02-10
899766,2015-03-30
899766,2015-07-19
899766,2015-09-04
899766,2015-09-28
899766,2015-09-29
899766,2016-01-12
899766,2016-01-31
899766,2016-03-10
899766,2016-03-20
899766,2016-03-22
899766,2016-07-02
899766,2016-07-17
899766,2017-06-29
899766,2018-10-05
899766,2018-11-12
899766,2019-01-03
899766,2019-03-10
899766,2020-11-15
913210,2013-02-16
913210,2013-04-02
913210,2013-04-09
913210,2013-04-21
913210,2014-11-11
913210,2018-01-21
913210,2018-12-16
913210,2019-03-04
913211,2013-02-15
913211,2013-03-11
913211,2016-01-05
913211,2019-01-03
913215,2013-04-09
913215,2015-01-03
913215,2018-09-24
913215,2018-12-22
913216,2013-02-12
913216,2013-12-02
913216,2014-12-26
913216,2019-01-04
913218,2013-06-11
913218,2014-05-19
913218,2014-09-29
913218,2014-10-06
913219,2015-01-05
915276,2013-06-15
915276,2014-06-23
915276,2015-02-10
915276,2015-10-12
915276,2016-01-05
915276,2016-12-31
954073,2013-04-07
954073,2013-04-27
954073,2013-07-14
954073,2013-08-09
954073,2013-09-05
954073,2013-10-02
954073,2013-10-22
954073,2014-01-09
954073,2014-05-04
954073,2014-09-01
954073,2014-11-09
954073,2015-01-05
954073,2015-01-08
954073,2015-01-25
954073,2015-02-14
954073,2015-02-16
954073,2015-03-31
954073,2015-04-08
